
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
     6842	    763	    390	      38.2	        75
     6843	    742	    410	      25.3	        67
     6844	    722	    416	      18.8	        70
     6845	    706	    412	      18.5	        68
     6846	    693	    403	      20.8	        72
     6847	    694	    380	      31.6	        80
     6848	    705	    345	        38	        79
     6849	    739	    354	      37.7	        73
     6850	    544	    415	      8.19	        19
     6851	    664	    513	      9.59	        19
     6852	    540	    500	      8.54	        52
     6853	    526	    505	      8.89	        46
     6854	    525	    497	      5.83	      54.5
     6855	    528	    491	         6	        49
     6856	    533	    486	      7.42	        60
     6857	    539	    491	      7.14	        40
     6858	    427	    243	      3.61	        89
     6859	    418	    251	      4.58	       101
     6860	    420	    257	      6.48	        72
     6861	    414	    259	      7.35	        61
     6862	    409	    255	      6.24	        59
     6863	    410	    249	      4.58	        57
     6864	    411	    246	      3.61	        85
     6865	    415	    246	      3.74	       130
     6866	    594	    719	      2.83	        15
     6867	    596	    719	         3	        56
     6868	    382	    229	      6.16	      55.5
     6869	    373	    230	      3.74	       107
     6870	    378	    219	       9.9	        70
     6871	    774	    107	      3.74	      80.5
     6872	    570	    543	      8.12	        19
     6873	    564	    540	      6.48	        19
     6874	    460	    572	      6.93	        76
     6875	    453	    571	         5	        68
     6876	    536	    685	      3.87	        21
     6877	    393	    445	      6.08	        79
     6878	    392	    450	      4.36	        82
     6879	    389	    447	      4.69	        71
     6880	    630	    607	      9.95	        50
     6881	    639	    599	       9.8	      19.5
     6882	    527	     97	      7.68	        17
     6883	    581	    704	         5	        81
     6884	    514	    219	         7	        52
     6885	    513	     69	      7.75	        19
     6886	    398	    140	      4.69	        19
     6887	     60	    262	      30.9	        19
     6888	    118	    277	      4.12	        81
     6889	    435	    421	      4.47	        18
     6890	    584	    277	      16.2	        89
     6891	    574	    288	      17.2	        71
     6892	    554	    285	        14	        96
     6893	    560	    268	      9.95	       106
     6894	    578	    268	      10.8	       102
     6895	    759	      8	      11.6	        19
     6896	    470	    251	         3	       150
     6897	    664	     37	      6.08	        18
     6898	    668	    623	      9.17	        19
     6899	    665	    637	      10.3	        51
     6900	    502	    220	      5.92	        60
     6901	    525	    486	      6.32	        74
     6902	    520	    494	         6	        50
     6903	    521	    482	      6.71	        53
     6904	    501	    235	      7.87	      59.5
     6905	    496	    240	      6.71	        55
     6906	    490	    238	      4.12	        75
     6907	    490	    233	      3.46	      63.5
     6908	    451	    555	      7.14	        75
     6909	    586	    675	      3.61	       108
     6910	    585	    670	      3.74	        87
     6911	     16	    362	      4.12	        77
     6912	     13	    361	         4	      74.5
     6913	    505	    344	      7.55	        70
     6914	    364	    558	      3.46	       149
     6915	    505	    473	      7.87	      51.5
     6916	    505	    481	      5.29	         0
     6917	    501	    483	      4.12	        60
     6918	    491	    479	      8.37	        63
     6919	    498	    467	      10.7	        45
     6920	    789	    506	      6.32	        48
     6921	    659	    631	      5.57	        25
     6922	    656	    637	      9.49	        52
     6923	     84	    363	      11.1	        19
     6924	    494	    275	      11.2	        76
     6925	    489	    266	      6.08	        69
     6926	    492	    261	      4.12	        60
     6927	    497	    262	      5.83	      61.5
     6928	    490	    245	      5.74	        54
     6929	    479	    238	      5.92	        60
     6930	    485	    242	       4.9	        44
     6931	    766	    259	      21.7	        94
     6932	    770	    301	      41.1	        84
     6933	    739	    277	      29.4	        84
     6934	    738	    249	      13.7	        47
     6935	    748	    247	        13	        64
     6936	    394	    295	      13.9	        86
     6937	    385	    304	      11.7	        75
     6938	    376	    301	      5.83	       125
     6939	    373	    293	      7.07	        56
     6940	    383	    288	      9.49	        69
     6941	    348	    335	      11.1	        82
     6942	    341	    336	         8	       100
     6943	    325	    339	      11.5	        76
     6944	    322	    330	        12	        83
     6945	    325	    317	      14.2	        68
     6946	    338	    313	      14.3	        71
     6947	    517	    644	      5.29	      82.5
     6948	    640	    104	      3.74	      65.5
     6949	    633	    110	       5.2	       100
     6950	    631	    106	       4.8	        96
     6951	    634	    102	      4.12	        90
     6952	    637	    101	      3.61	        82
     6953	    349	    256	      9.85	        69
     6954	    346	    249	      6.56	        66
     6955	    428	    246	      3.61	       150
     6956	    422	    252	      4.69	        80
     6957	    420	    247	      3.74	       106
     6958	    418	    245	         3	        94
     6959	    420	    242	      3.32	        92
     6960	    562	    679	      3.32	        39
     6961	    188	    220	      3.74	       104
     6962	    436	    415	      4.69	        16
     6963	    437	    411	      4.69	        39
     6964	    441	    410	      3.46	      59.5
     6965	    473	    316	      7.21	      53.5
     6966	    462	    312	      7.75	        61
     6967	    468	    307	      8.72	        54
     6968	    283	    340	      3.74	      38.5
     6969	     36	    745	       5.2	        19
     6970	     22	    754	      10.8	        19
     6971	    435	    247	         3	        90
     6972	    410	    242	         4	       118
     6973	    407	    240	      3.46	      86.5
     6974	    405	    234	      3.46	        93
     6975	    409	    230	         3	        61
     6976	    783	    214	        21	       117
     6977	    780	    238	      22.4	       102
     6978	    766	    231	      14.9	        96
     6979	    744	    226	      12.6	        74
     6980	    749	    214	      14.7	        75
     6981	    762	    208	      15.8	       120
     6982	    456	    400	      4.47	        16
     6983	      6	    352	         3	        88
     6984	      1	    350	      2.83	      57.5
     6985	     28	    710	      31.9	        19
     6986	      8	    758	      17.2	        19
     6987	     19	    675	      44.7	        19
     6988	    240	    131	      6.56	        21
     6989	     23	    764	      10.5	        18
     6990	     38	    749	         4	        17
     6991	     42	    749	        10	        18
     6992	     47	    761	      12.5	        19
     6993	    474	    252	      3.16	        61
     6994	    315	    306	      16.3	        68
     6995	    303	    314	      13.3	        69
     6996	    292	    304	      13.8	       102
     6997	    293	    288	      17.5	       124
     6998	    313	    282	      21.8	        79
     6999	    663	    582	      4.58	        60
     7000	    626	    399	      8.37	      72.5
     7001	    374	    234	      3.61	        91
     7002	    373	    238	      3.16	       150
     7003	    369	    234	      3.46	      73.5
     7004	    228	    338	      3.32	        23
